,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL133897,active,CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,312.32500000000005,2.8032000000000004,0.0,6.0,6.1249387366083
1,CHEMBL336398,active,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,376.9130000000002,4.554600000000004,0.0,5.0,7.0
2,CHEMBL131588,inactive,CN(C(=O)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F)c1ccccc1,426.8510000000001,5.357400000000003,0.0,5.0,4.301029995663981
3,CHEMBL130628,active,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,404.8450000000001,4.706900000000003,0.0,5.0,6.522878745280337
4,CHEMBL130478,active,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,346.33400000000006,3.095300000000001,0.0,6.0,6.096910013008056
5,CHEMBL130112,intermediate,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,338.43600000000004,4.079920000000002,0.0,5.0,5.619788758288394
6,CHEMBL130098,active,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,296.783,2.850100000000001,0.0,5.0,7.0
7,CHEMBL337486,inactive,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,408.95500000000027,4.571200000000005,0.0,6.0,4.301029995663981
8,CHEMBL336538,active,COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1,292.364,2.2053000000000003,0.0,6.0,6.096910013008056
9,CHEMBL131051,inactive,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)c1ccccc1,408.4050000000001,4.670100000000003,0.0,6.0,4.301029995663981
10,CHEMBL341437,inactive,CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N1CCOCC1,348.4280000000002,2.3659999999999997,0.0,7.0,4.301029995663981
11,CHEMBL335033,active,CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C,312.3980000000001,3.3499000000000017,0.0,5.0,7.301029995663981
12,CHEMBL122983,inactive,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)C(C)(C)C)cc1,394.4710000000002,4.0084000000000035,1.0,4.0,4.0
13,CHEMBL338720,active,CSc1nc(-c2ccc(-c3ccccc3)cc2)nn1C(=O)N(C)C,338.4360000000001,3.8637000000000032,0.0,5.0,6.251811972993799
14,CHEMBL339995,active,CSc1nc(/C=C/c2ccccc2)nn1C(=O)N(C)C,288.37600000000003,2.700100000000001,0.0,5.0,8.0
15,CHEMBL335158,active,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,406.9830000000003,5.724900000000006,0.0,5.0,8.0
16,CHEMBL131536,intermediate,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,358.85400000000004,4.424900000000004,0.0,5.0,5.853871964321762
17,CHEMBL106126,inactive,Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,266.34099999999995,2.5731200000000003,0.0,4.0,4.769551078621726
18,CHEMBL334971,intermediate,CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N(C)c1ccccc1,368.4620000000001,4.170200000000003,0.0,6.0,5.958607314841775
19,CHEMBL336625,inactive,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,408.57100000000014,6.0304200000000066,0.0,5.0,4.301029995663981
20,CHEMBL130666,active,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,336.8480000000002,3.7744000000000026,0.0,5.0,7.585026652029182
21,CHEMBL134061,inactive,O=C(N1CCOCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,406.81700000000006,3.553200000000002,0.0,6.0,4.301029995663981
22,CHEMBL133388,active,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,276.365,2.5051200000000007,0.0,5.0,6.096910013008056
23,CHEMBL130645,inactive,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,338.82000000000016,2.620700000000001,0.0,6.0,4.301029995663981
24,CHEMBL133580,active,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,428.98900000000015,6.375400000000006,0.0,5.0,4.301029995663981
25,CHEMBL336524,active,CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,310.81000000000006,3.2402000000000015,0.0,5.0,7.251811972993799
26,CHEMBL336276,active,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,346.5000000000001,4.455620000000004,0.0,5.0,6.698970004336019
27,CHEMBL334395,active,CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,324.8370000000001,3.6303000000000027,0.0,5.0,6.522878745280337
28,CHEMBL131320,inactive,Cc1ccc(-c2nc(SCC(F)(F)F)n(C(=O)N(C)C)n2)cc1,344.362,3.4376200000000017,0.0,5.0,6.698970004336019
29,CHEMBL339297,active,COc1nn(-c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)c(=O)o1,367.4050000000001,3.3839000000000015,1.0,6.0,4.301029995663981
30,CHEMBL337714,inactive,CSc1nc(-c2ccc(C(F)(F)F)cc2)nn1C(=O)N(C)C,330.33500000000004,3.2155000000000022,0.0,5.0,6.301029995663981
31,CHEMBL122575,inactive,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1,354.3620000000001,2.4778000000000002,2.0,4.0,4.0
32,CHEMBL130704,inactive,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N1CCOCC1,318.40200000000016,2.2757199999999997,0.0,6.0,4.301029995663981
33,CHEMBL46151,active,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,310.41900000000004,2.7406000000000015,1.0,6.0,3.585026652029182
34,CHEMBL54126,intermediate,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,223.29599999999996,1.9437,0.0,2.0,7.657577319177793
35,CHEMBL297316,inactive,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1,285.36400000000003,2.2355,1.0,4.0,3.0
36,CHEMBL65667,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCN4CCOCC4)ccc3N(C)[C@@H]12,388.51200000000017,1.8663999999999992,1.0,6.0,5.42021640338319
37,CHEMBL431519,intermediate,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,486.7010000000004,4.597100000000005,1.0,6.0,7.3979400086720375
38,CHEMBL296429,intermediate,Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1,281.401,2.404820000000001,1.0,4.0,3.0
39,CHEMBL154972,intermediate,N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,402.5020000000003,3.5459600000000027,2.0,7.0,7.136677139879544
40,CHEMBL152722,inactive,COc1cc(N)c(Cl)cc1C(=O)NCCNCc1ccc(CN(C)C)o1,380.8760000000002,2.1050000000000004,3.0,6.0,5.508638306165727
41,CHEMBL544022,inactive,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1,314.838,3.3854000000000015,1.0,5.0,3.283996656365201
42,CHEMBL349127,active,CN1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,369.4730000000001,0.2805600000000022,2.0,8.0,5.346787486224656
43,CHEMBL156659,active,Oc1nc2ccccc2n1CCNCc1ccc(CN2CCCCC2)o1,354.4540000000002,3.1106000000000016,2.0,6.0,5.920818753952375
44,CHEMBL45118,active,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,325.45400000000006,2.885200000000001,1.0,5.0,3.0
45,CHEMBL542609,inactive,Cc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,266.366,2.2602200000000003,1.0,5.0,3.0
46,CHEMBL155322,inactive,CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,368.4850000000001,1.90756,2.0,7.0,6.267606240177032
47,CHEMBL154211,active,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,354.4580000000002,1.519059999999999,2.0,7.0,7.522878745280337
48,CHEMBL1203537,active,CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N,342.4470000000001,1.4228600000000002,3.0,7.0,6.080921907623926
49,CHEMBL86,active,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8020000000001,2.0023999999999997,2.0,4.0,4.698970004336019
50,CHEMBL47375,inactive,COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1,297.4,2.105,1.0,5.0,3.0
51,CHEMBL542360,active,CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1,286.784,2.605200000000001,1.0,5.0,3.0
52,CHEMBL345849,intermediate,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,370.45700000000016,0.4898599999999996,3.0,8.0,6.4089353929735005
53,CHEMBL154689,inactive,CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,314.39300000000003,0.5947600000000013,2.0,7.0,6.4089353929735005
54,CHEMBL346733,inactive,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,328.42,0.9848600000000001,2.0,7.0,6.366531544420414
55,CHEMBL416464,active,COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,282.36499999999995,1.9604,1.0,6.0,3.0
56,CHEMBL1203539,inactive,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,342.44700000000006,1.3749600000000006,2.0,7.0,6.221848749616356
57,CHEMBL347729,active,CN(C)Cc1ccc(CNCCN2CCN/C2=C\[N+](=O)[O-])o1,309.37,0.4116000000000016,2.0,7.0,5.698970004336019
58,CHEMBL296786,intermediate,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1,329.87300000000005,3.530000000000002,1.0,4.0,3.0
59,CHEMBL63173,inactive,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,402.5390000000002,2.2565,1.0,6.0,4.6777807052660805
60,CHEMBL433041,inactive,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,359.5140000000002,4.114500000000003,1.0,4.0,6.5376020021010435
61,CHEMBL292788,inactive,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,374.4850000000001,1.4763000000000004,1.0,6.0,6.154901959985743
62,CHEMBL33051,active,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,288.307,-0.1995999999999986,2.0,4.0,3.337242168318426
63,CHEMBL155392,inactive,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,302.38200000000006,0.4985600000000012,3.0,7.0,6.200659450546418
64,CHEMBL153311,active,CNC(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)=C(C#N)C#N,358.4900000000002,2.0557600000000003,3.0,7.0,5.6777807052660805
65,CHEMBL543546,active,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C,342.89200000000005,4.1624000000000025,1.0,5.0,3.4814860601221125
66,CHEMBL1420,active,C[n+]1ccccc1C=NO,137.162,0.3191999999999999,1.0,2.0,3.4685210829577446
67,CHEMBL556172,inactive,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1,280.39300000000003,2.732000000000001,1.0,5.0,3.0
68,CHEMBL154263,inactive,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,368.4850000000001,1.76506,2.0,7.0,6.5376020021010435
69,CHEMBL544669,inactive,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1,359.289,3.494500000000002,1.0,5.0,3.677780705266081
70,CHEMBL62664,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,500.72800000000046,4.987200000000005,1.0,6.0,7.3979400086720375
71,CHEMBL155111,active,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,340.43100000000015,1.1289599999999989,2.0,7.0,7.096910013008056
72,CHEMBL1203534,active,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,352.4420000000001,1.2950599999999992,2.0,7.0,7.022276394711152
73,CHEMBL541044,inactive,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1,331.235,2.7143000000000006,1.0,5.0,3.1487416512809245
74,CHEMBL543779,intermediate,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1,305.403,2.6036800000000007,1.0,6.0,3.744727494896694
75,CHEMBL155495,active,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,289.339,0.5833600000000008,3.0,7.0,4.698970004336019
76,CHEMBL64011,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,472.6740000000004,4.207000000000003,1.0,6.0,7.221848749616356
77,CHEMBL65585,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,514.7550000000006,5.377300000000006,1.0,6.0,7.154901959985743
78,CHEMBL347539,intermediate,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,328.4200000000001,1.0327600000000006,3.0,7.0,6.552841968657781
79,CHEMBL154433,inactive,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,356.4300000000002,0.36536000000000035,2.0,8.0,4.958607314841775
80,CHEMBL157208,active,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCSCC2)o1,372.49800000000016,1.0819599999999991,2.0,8.0,5.823908740944319
81,CHEMBL1790041,intermediate,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.411,1.4589999999999999,2.0,7.0,6.187086643357144
82,CHEMBL65356,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,430.59300000000025,3.0367000000000015,1.0,6.0,6.031517051446065
83,CHEMBL154366,inactive,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,368.4850000000001,1.7650599999999999,2.0,7.0,6.431798275933005
84,CHEMBL153821,active,CC1CCCC(C)N1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,382.51200000000017,2.2960599999999998,2.0,7.0,5.346787486224656
85,CHEMBL416644,intermediate,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1,313.418,3.0157000000000016,1.0,4.0,3.1426675035687315
86,CHEMBL94,inactive,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,275.352,1.7739,1.0,4.0,7.522878745280337
87,CHEMBL303574,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,416.5660000000002,2.6466000000000003,1.0,6.0,5.119186407719209
88,CHEMBL65018,intermediate,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,458.64700000000033,3.816900000000002,1.0,6.0,7.096910013008056
89,CHEMBL296277,inactive,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1,320.43800000000005,2.7482800000000003,1.0,5.0,3.0
90,CHEMBL66309,active,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,444.6200000000003,3.426800000000002,1.0,6.0,6.42021640338319
91,CHEMBL1203535,inactive,COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,384.4840000000002,1.143960000000001,2.0,8.0,5.481486060122113
92,CHEMBL296560,inactive,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1,346.27,2.858900000000001,1.0,4.0,3.0
93,CHEMBL152260,inactive,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,370.45700000000016,0.4898599999999996,3.0,8.0,6.431798275933005
94,CHEMBL154950,inactive,C/N=c1\c(O)c(O)\c1=N/CCNCc1ccc(CN2CCCCC2)o1,346.43100000000015,0.7732999999999994,3.0,7.0,5.031517051446065
95,CHEMBL296669,inactive,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1,345.262,3.104400000000002,1.0,5.0,3.0
96,CHEMBL1203538,inactive,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,368.48500000000024,1.9091599999999989,2.0,7.0,6.920818753952375
97,CHEMBL19060,inactive,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,590.9440000000003,6.264600000000006,4.0,8.0,1.0
98,CHEMBL422977,inactive,COc1ccccc1CNCCCCCCNCCCCCCCNCCCCCCNCc1ccccc1OC,568.8910000000004,6.833700000000007,4.0,6.0,1.0
99,CHEMBL11805,inactive,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,666.9920000000003,7.64580000000001,0.0,6.0,1.0
100,CHEMBL302179,intermediate,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,554.8640000000004,6.443600000000006,4.0,6.0,1.0
101,CHEMBL27673,active,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,582.9180000000005,7.223800000000008,4.0,6.0,1.0
102,CHEMBL132377,active,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,638.9380000000004,6.961400000000008,2.0,6.0,1.0
103,CHEMBL132133,inactive,NCCCCCCNCCSSCCNCCCCCCN,350.6420000000003,2.5851999999999995,4.0,6.0,1.0
104,CHEMBL95,inactive,Nc1c2c(nc3ccccc13)CCCC2,198.26899999999992,2.695800000000001,1.0,2.0,1.0
105,CHEMBL134488,inactive,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,610.8840000000005,6.2770000000000055,4.0,6.0,1.0
106,CHEMBL134382,intermediate,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,540.8370000000003,6.053500000000005,4.0,6.0,1.0
107,CHEMBL59109,inactive,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,350.26200000000006,3.494600000000001,2.0,3.0,5.522878745280337
108,CHEMBL286990,intermediate,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O,257.27,0.15010000000000018,1.0,6.0,4.97469413473523
109,CHEMBL294891,active,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,296.29200000000003,2.9522000000000004,2.0,3.0,6.3979400086720375
110,CHEMBL1255901,intermediate,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,242.32199999999997,1.9975,2.0,2.0,8.301029995663981
111,CHEMBL89011,inactive,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,248.28499999999997,3.376400000000002,1.0,3.0,3.6108339156354674
112,CHEMBL748,intermediate,C[n+]1ccccc1/C=N/O,137.162,0.3191999999999999,1.0,2.0,3.4365189146055894
113,CHEMBL50608,active,Nc1cc(-c2ccccc2)nc2ccccc12,220.275,3.4840000000000018,1.0,2.0,4.940058111938045
114,CHEMBL29300,active,CN(CCn1cc[n+](C)c1/C=N/O)S(C)(=O)=O,261.327,-0.9878999999999978,1.0,5.0,5.167491087293763
115,CHEMBL27675,active,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O,262.311,-0.860599999999998,1.0,6.0,4.576754126063192
116,CHEMBL435373,active,CC1=CC2Cc3nc(O)ccc3C(N)(C1)/C2=C/C(F)(F)F,296.292,2.9522000000000004,2.0,3.0,5.698970004336019
117,CHEMBL60167,active,Nc1c2c(nc3ccccc13)-c1ccccc1C2,232.28599999999997,3.388200000000001,1.0,2.0,6.170053304058364
118,CHEMBL89012,intermediate,Nc1c2c(nc3ccccc13)-c1ccccc1CC2,246.31299999999996,3.582600000000002,1.0,2.0,5.525783735923745
119,CHEMBL314800,active,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,264.35299999999995,4.0897000000000014,1.0,3.0,4.730954290342377
120,CHEMBL553212,active,C[n+]1ccn(CCN2CCCC2)c1/C=N/O,223.29999999999998,0.21649999999999975,1.0,4.0,4.747146969020107
121,CHEMBL156630,active,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,426.3140000000001,4.5945000000000045,1.0,4.0,5.377785977033705
122,CHEMBL315013,active,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,454.6120000000002,4.909000000000005,1.0,5.0,6.6595558851598815
123,CHEMBL155754,active,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,305.76500000000004,2.915000000000001,1.0,4.0,6.638272163982407
124,CHEMBL314658,active,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,422.57000000000016,5.468200000000007,0.0,4.0,6.1249387366083
125,CHEMBL87170,inactive,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,418.53800000000007,5.069800000000005,0.0,4.0,8.337242168318426
126,CHEMBL87959,active,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC,468.6390000000002,5.817000000000006,0.0,5.0,6.4089353929735005
127,CHEMBL87295,active,CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,370.4940000000001,4.431500000000004,0.0,4.0,5.590066876668706
128,CHEMBL82810,active,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC,396.5320000000001,4.821600000000005,0.0,4.0,7.3979400086720375
129,CHEMBL157182,intermediate,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,305.765,2.915000000000001,1.0,4.0,6.173925197299173
130,CHEMBL88049,active,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,466.6670000000002,6.718400000000008,0.0,4.0,6.958607314841775
131,CHEMBL87128,active,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,356.46700000000004,4.041400000000003,0.0,4.0,6.552841968657781
132,CHEMBL160219,active,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,361.4450000000001,3.874500000000003,1.0,4.0,6.795880017344075
133,CHEMBL445916,active,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,392.2970000000002,4.287200000000003,1.0,4.0,6.638272163982407
134,CHEMBL85473,intermediate,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,412.57500000000016,5.008700000000005,1.0,4.0,4.708187312532881
135,CHEMBL314502,active,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC,387.5250000000001,4.261580000000004,0.0,5.0,6.0
136,CHEMBL87320,active,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,406.5680000000002,4.384400000000004,0.0,5.0,7.275724130399211
137,CHEMBL87280,active,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,476.5740000000002,4.856400000000004,0.0,6.0,6.0
138,CHEMBL348607,active,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,392.2970000000002,4.1944000000000035,1.0,4.0,5.498940737782249
139,CHEMBL313809,active,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,422.57000000000016,5.468200000000007,0.0,4.0,6.2839966563652006
140,CHEMBL87849,active,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,436.5280000000001,5.208900000000005,0.0,4.0,8.585026652029182
141,CHEMBL314398,active,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,468.63900000000024,5.563100000000007,0.0,5.0,6.920818753952375
142,CHEMBL87373,active,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC,382.50500000000005,4.431500000000004,0.0,4.0,6.958607314841775
143,CHEMBL156931,active,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,271.32,2.2616000000000005,1.0,4.0,5.473660722610156
144,CHEMBL83005,active,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,440.58500000000015,4.663000000000005,1.0,5.0,7.045757490560675
145,CHEMBL315515,inactive,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC,446.6330000000003,5.3071000000000055,0.0,5.0,7.552841968657781
146,CHEMBL441632,active,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC,342.44000000000005,3.558500000000002,0.0,4.0,6.045757490560675
147,CHEMBL87937,intermediate,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,386.4930000000001,3.667900000000003,0.0,5.0,7.522878745280337
148,CHEMBL441808,active,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,482.6660000000002,5.689200000000007,1.0,5.0,6.42021640338319
149,CHEMBL87649,active,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,424.56700000000006,5.131300000000005,0.0,5.0,8.221848749616356
150,CHEMBL160836,active,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,364.24300000000005,3.414200000000002,1.0,4.0,6.853871964321762
151,CHEMBL156861,intermediate,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,350.216,3.0241000000000016,1.0,4.0,6.7447274948966935
152,CHEMBL314766,active,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,420.5510000000002,3.9110000000000023,0.0,6.0,7.267606240177032
153,CHEMBL88026,active,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,438.6130000000001,5.938200000000007,0.0,4.0,8.096910013008056
154,CHEMBL86233,active,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,396.57600000000014,5.517800000000006,0.0,3.0,5.0
155,CHEMBL155350,active,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,319.7920000000001,3.3051000000000013,1.0,4.0,6.795880017344075
156,CHEMBL155863,active,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,299.37399999999997,3.041800000000001,1.0,4.0,5.4156687756324695
157,CHEMBL87980,active,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,368.47800000000007,4.207500000000003,0.0,4.0,6.267606240177032
158,CHEMBL87441,active,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,400.5200000000001,4.058000000000003,0.0,5.0,8.154901959985743
